#node	asm	tax	desc	tax_species	color
NZ_AMQP01000001.1	GCF_000307715.1_PseVir1.0_genomic.fna.gz	450396	Pseudomonas viridiflava UASWS0038	33069	#FD9C99
NZ_AMPR02000476.1	GCF_000307735.3_ASM30773v3_genomic.fna.gz	1217418	Cupriavidus sp. HPC(L)	1217418	#F1A5ED
NZ_AMWL02000063.1	GCF_000307755.2_ASM30775v2_genomic.fna.gz	1239989	Morganella morganii SC01	582	#46922A
NZ_KK020675.1	GCF_000307775.2_PseStu2.0_genomic.fna.gz	1218352	Pseudomonas stutzeri KOS6	316	#3FE94A
NC_018939.1	GCF_000307795.1_ASM30779v1_genomic.fna.gz	85962	Helicobacter pylori 26695	210	#6F3EF7
NC_018937.1	GCF_000307815.1_ASM30781v1_genomic.fna.gz	1234365	Helicobacter pylori Rif1	210	#6F3EF7
NC_018938.1	GCF_000307835.1_ASM30783v1_genomic.fna.gz	1234600	Helicobacter pylori Rif2	210	#6F3EF7
NZ_AJLR01000001.1	GCF_000307855.1_BAZO1.0_genomic.fna.gz	1131731	Bacillus azotoformans LMG 9581	1454	#3BBFDD
NZ_AJLS01000001.1	GCF_000307875.1_BABA1.0_genomic.fna.gz	1117379	Bacillus bataviensis LMG 21833	220685	#41BACB
NZ_AMFH01000055.1	GCF_000307895.1_gacin19v1.0_genomic.fna.gz	903907	Acinetobacter baumannii OIFC0162	470	#263373
NZ_CM001632.1	GCF_000307915.1_ASM30791v1_genomic.fna.gz	459495	Arthrospira platensis C1	118562	#5C4120
NZ_HE972522.1	GCF_000307995.1_ASM30799v2_genomic.fna.gz	1160280	Microcystis aeruginosa PCC 9432	1126	#FFEED8
NZ_AKUL01000005.1	GCF_000308015.1_ASM30801v1_genomic.fna.gz	1001707	Mycobacteroides abscessus subsp. bolletii 1S-154-0310	36809	#C366FE
NZ_CAFD01000138.1	GCF_000308035.1_ASM30803v1_genomic.fna.gz	1078775	Salmonella enterica subsp. salamae str. 3588/07	28901	#9DA26E
NZ_CAGY01000010.1	GCF_000308055.1_ASM30805v1_genomic.fna.gz	1118058	Actinomyces sp. ph3	1118058	#F1DA56
NZ_BAGY01000095.1	GCF_000308075.1_ASM30807v1_genomic.fna.gz	981334	Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788	40216	#A8225F
NZ_CAIB01000286.1	GCF_000308095.1_ASM30809v1_genomic.fna.gz	1141106	Staphylococcus intermedius NCTC 11048	1285	#944BDD
NZ_CAIA01000211.1	GCF_000308115.1_ASM30811v1_genomic.fna.gz	1141105	Staphylococcus delphini 8086	53344	#66A6FA
NW_007370651.1	GCF_000308155.1_EptFus1.0_genomic.fna.gz	29078	Eptesicus fuscus	29078	#3D07EA
NZ_AMZG01000001.1	GCF_000308175.1_PseuFluoBS2_genomic.fna.gz	1231390	Pseudomonas fluorescens BS2	294	#688396
NZ_AMZF01000001.1	GCF_000308195.1_PusiNoerBS8_genomic.fna.gz	1231391	Pusillimonas noertemannii BS8	305977	#4A7264
NZ_CAJE01000026.1	GCF_000308215.1_ASM30821v1_genomic.fna.gz	1175296	Methanomassiliicoccus luminyensis B10	1080712	#5AFAC2
NZ_CM001772.1	GCF_000308235.1_ASM30823v2_genomic.fna.gz	1197884	Acinetobacter venetianus VE-C3	52133	#D23955
NZ_HG326663.1	GCF_000308255.2_APac2_genomic.fna.gz	938294	Anaerococcus pacaensis 9403502	1465826	#285B2A
NZ_HG529490.1	GCF_000308275.2_LM2_genomic.fna.gz	938289	Levyella massiliensis	938289	#86421A
NZ_HG326652.1	GCF_000308295.2_Ab_34632_genomic.fna.gz	1197906	Afipia birgiae 34632	151414	#4D7216
NZ_CALJ01000340.1	GCF_000308315.1_ASM30831v1_genomic.fna.gz	1034944	Legionella tunisiensis	1034944	#9DFC8C
NZ_CAJH01000097.1	GCF_000308335.1_ASM30833v1_genomic.fna.gz	1118235	Stenotrophomonas maltophilia PML168	40324	#21E7B6
NZ_BAFO02000039.1	GCF_000308355.2_ASM30835v2_genomic.fna.gz	1110697	Nocardia asteroides NBRC 15531	1824	#2647C1
NZ_BAFQ01000298.1	GCF_000308375.1_ASM30837v1_genomic.fna.gz	1206720	Nocardia aobensis NBRC 100429	257277	#A5E989
NZ_AMCS01000050.1	GCF_000308395.1_ASM30839v1_genomic.fna.gz	1220510	Staphylococcus epidermidis AU12-03	1282	#1CECC7
NZ_BAFS01000475.1	GCF_000308415.1_ASM30841v1_genomic.fna.gz	1206721	Nocardia asiatica NBRC 100129	209252	#901F49
NZ_BAFR01000352.1	GCF_000308435.1_ASM30843v1_genomic.fna.gz	1206722	Nocardia araoensis NBRC 100135	228600	#F4BA90
NZ_BAFP01000274.1	GCF_000308455.1_ASM30845v1_genomic.fna.gz	1206723	Nocardia abscessus NBRC 100374	120957	#ADF006
NZ_BAFT02000115.1	GCF_000308475.2_ASM30847v2_genomic.fna.gz	1206724	Nocardia brasiliensis NBRC 14402	37326	#128236
NZ_BAFU01000248.1	GCF_000308495.1_ASM30849v1_genomic.fna.gz	1206725	Nocardia brevicatena NBRC 12119	37327	#EBD74C
NZ_BAFV01000126.1	GCF_000308515.1_ASM30851v1_genomic.fna.gz	1206726	Nocardia carnea NBRC 14403	37328	#B14306
NZ_BAFW01000388.1	GCF_000308535.1_ASM30853v1_genomic.fna.gz	1206727	Nocardia cerradoensis NBRC 101014	85688	#01C1F5
NZ_BAFY01000328.1	GCF_000308555.1_ASM30855v1_genomic.fna.gz	1206728	Nocardia cyriacigeorgica NBRC 100375	135487	#9553CF
NZ_BAFZ01000165.1	GCF_000308575.1_ASM30857v1_genomic.fna.gz	1206729	Nocardia exalbida NBRC 100660	290231	#D9A231
NZ_BAGA01000185.1	GCF_000308595.1_ASM30859v1_genomic.fna.gz	1206730	Nocardia higoensis NBRC 100133	228599	#F067EE
NZ_BAGB01000174.1	GCF_000308615.1_ASM30861v1_genomic.fna.gz	1206731	Nocardia jiangxiensis NBRC 101359	282685	#967FE7
NZ_BAGD01000281.1	GCF_000308635.1_ASM30863v1_genomic.fna.gz	1206732	Nocardia otitidiscaviarum NBRC 14405	1823	#14CFDB
NZ_BAGC01000114.1	GCF_000308655.1_ASM30865v1_genomic.fna.gz	1206733	Nocardia niigatensis NBRC 100131	209249	#0954A0
NZ_BAGE01000128.1	GCF_000308675.1_ASM30867v1_genomic.fna.gz	1206734	Nocardia paucivorans NBRC 100373	114259	#A01565
NZ_BAGG01000266.1	GCF_000308695.1_ASM30869v1_genomic.fna.gz	1206735	Nocardia takedensis NBRC 100417	259390	#5574EB
NZ_BAGH01000615.1	GCF_000308715.1_ASM30871v1_genomic.fna.gz	1206736	Nocardia tenerifensis NBRC 101015	228006	#650CF3
NZ_BAGF01000152.1	GCF_000308755.1_ASM30875v1_genomic.fna.gz	1206737	Nocardia pneumoniae NBRC 100136	228601	#6270F0
NZ_BAGJ01000274.1	GCF_000308775.1_ASM30877v1_genomic.fna.gz	1206739	Nocardia testacea NBRC 100365	248551	#ABEE62
NZ_BAGK01000312.1	GCF_000308795.1_ASM30879v1_genomic.fna.gz	1206740	Nocardia thailandica NBRC 100428	257275	#060542
NZ_BAFX01000206.1	GCF_000308815.1_ASM30881v1_genomic.fna.gz	1206741	Nocardia concava NBRC 100430	257281	#B60001
NZ_BAGN01000429.1	GCF_000308835.1_ASM30883v1_genomic.fna.gz	1206742	Nocardia vinacea NBRC 16497	96468	#32A2E7
NZ_BAGM01000210.1	GCF_000308855.1_ASM30885v1_genomic.fna.gz	1206743	Nocardia veterana NBRC 100344	132249	#99CDC8
NZ_BAGL01000128.1	GCF_000308875.1_ASM30887v1_genomic.fna.gz	1206744	Nocardia transvalensis NBRC 15921	37333	#517B17
NZ_BAFA01000090.1	GCF_000308895.1_ASM30889v1_genomic.fna.gz	1147034	Staphylococcus aureus PM1	1280	#DA11E8
NZ_BAFI01000060.1	GCF_000308915.1_ASM30891v1_genomic.fna.gz	1161392	Staphylococcus aureus NN54	1280	#DA11E8
NZ_HE964769.1	GCF_000308975.1_ASM30897v2_genomic.fna.gz	562	Escherichia coli	562	#4E4B5F
NZ_AMHR01000242.1	GCF_000308995.1_ASM30899v1_genomic.fna.gz	1221262	Acinetobacter baumannii AB_2008-23-07-01-7	470	#263373
NZ_AMIX01000031.1	GCF_000309015.1_ASM30901v1_genomic.fna.gz	1221294	Acinetobacter calcoaceticus TG19588	471	#8E6B42
NZ_AMJB01000382.1	GCF_000309035.1_ASM30903v1_genomic.fna.gz	1221298	Acinetobacter haemolyticus TG19602	29430	#53AFD7
NZ_BAGQ01000149.1	GCF_000309055.1_Mintra_1.0_genomic.fna.gz	1214063	Mycobacterium intracellulare M.i.198	1767	#E8FD4A
NZ_CANJ01000301.1	GCF_000309075.1_ASM30907v1_genomic.fna.gz	752179	Occidentia massiliensis	752179	#1A855A
NZ_AMFS01000001.1	GCF_000309095.1_gacin42v1.0_genomic.fna.gz	903929	Acinetobacter baumannii OIFC087	470	#263373
NZ_AMFV01000001.1	GCF_000309115.1_gacin45v1.0_genomic.fna.gz	903932	Acinetobacter baumannii OIFC065	470	#263373
NZ_AMFT01000001.1	GCF_000309135.1_gacin43v1.0_genomic.fna.gz	903930	Acinetobacter baumannii OIFC099	470	#263373
NZ_AMFY01000001.1	GCF_000309155.1_gacin48v1.0_genomic.fna.gz	903935	Acinetobacter baumannii OIFC111	470	#263373
NZ_AMSX01000001.1	GCF_000309175.1_gacin34v1.0_genomic.fna.gz	903922	Acinetobacter baumannii Naval-2	470	#263373
NZ_AMSY01000001.1	GCF_000309195.1_gacin35v1.0_genomic.fna.gz	903923	Acinetobacter baumannii Naval-21	470	#263373
NZ_AMTA01000001.1	GCF_000309215.1_gacin37v1.0_genomic.fna.gz	903925	Acinetobacter baumannii WC-A-694	470	#263373
NZ_AMTB01000001.1	GCF_000309235.1_gacin38v1.0_genomic.fna.gz	903926	Acinetobacter baumannii OIFC035	470	#263373
NZ_AMSW01000001.1	GCF_000309255.1_gacin33v1.0_genomic.fna.gz	903921	Acinetobacter baumannii Naval-82	470	#263373
NZ_AMSZ01000001.1	GCF_000309275.1_gacin36v1.0_genomic.fna.gz	903924	Acinetobacter baumannii Canada BC1	470	#263373
NZ_CANE01000102.1	GCF_000309295.1_ASM30929v1_genomic.fna.gz	304767	Dehalobacter sp. E1	304767	#6F0989
NZ_CANG01001164.1	GCF_000309315.1_ASM30931v1_genomic.fna.gz	304766	Sedimentibacter sp. B4	304766	#535996
NZ_JH976537.1	GCF_000309385.1_ASM30938v1_genomic.fna.gz	118166	Nodosilinea nodulosa PCC 7104	416001	#41671B
NZ_AKIN01000272.1	GCF_000309405.1_ASM30940v1_genomic.fna.gz	1196419	Vaccinium witches'-broom phytoplasma str. VAC	85642	#3925D3
NZ_AJTO01000001.1	GCF_000309425.1_AWRIB202_v1_genomic.fna.gz	1160703	Oenococcus oeni AWRIB202	1247	#E6D854
NZ_AJTP01000001.1	GCF_000309445.1_AWRIB129_v1_genomic.fna.gz	1122618	Oenococcus oeni DSM 20252 = AWRIB129	1247	#E6D854
NZ_AKIK01000185.1	GCF_000309465.1_ASM30946v1_genomic.fna.gz	1196416	Poinsettia branch-inducing phytoplasma str. JR1	138647	#05D0EF
NZ_AKIL01000158.1	GCF_000309485.1_ASM30948v1_genomic.fna.gz	1196417	Milkweed yellows phytoplasma str. MW1	208434	#D0F60F
NZ_CAJM02000289.1	GCF_000309505.2_ASM30950v2_genomic.fna.gz	1185418	Klebsiella pneumoniae subsp. pneumoniae ST512-K30BO	573	#E5F6AD
NZ_ANAU01000001.1	GCF_000309525.1_WBUNB001ver01_genomic.fna.gz	1234146	Bacillus sp. WBUNB001	1234146	#ADD6D7
NZ_CP006690.1	GCF_000309565.2_ASM30956v2_genomic.fna.gz	1051650	Lactobacillus casei 12A	1582	#B71091
NZ_AFYK01000001.1	GCF_000309585.1_ASM30958v1_genomic.fna.gz	1051651	Lactobacillus casei 21/1	1582	#B71091
NZ_AFYL01000001.1	GCF_000309605.1_ASM30960v1_genomic.fna.gz	1051652	Lactobacillus casei 32G	1582	#B71091
NZ_AFYM01000001.1	GCF_000309625.1_ASM30962v1_genomic.fna.gz	1051653	Lactobacillus casei A2-362	1582	#B71091
NZ_AFYN01000001.1	GCF_000309645.1_ASM30964v1_genomic.fna.gz	1597	Lactobacillus paracasei	1597	#87EC2F
NZ_AFYO01000001.1	GCF_000309665.1_ASM30966v1_genomic.fna.gz	1597	Lactobacillus paracasei	1597	#87EC2F
NZ_AFYP01000001.1	GCF_000309685.1_ASM30968v1_genomic.fna.gz	1597	Lactobacillus paracasei	1597	#87EC2F
NZ_AFYQ01000001.1	GCF_000309705.1_ASM30970v1_genomic.fna.gz	1597	Lactobacillus paracasei	1597	#87EC2F
NZ_AFYR01000001.1	GCF_000309725.1_ASM30972v1_genomic.fna.gz	1597	Lactobacillus paracasei	1597	#87EC2F
NZ_AFYS01000001.1	GCF_000309745.1_ASM30974v1_genomic.fna.gz	1051661	Lactobacillus casei UW4	1582	#B71091
NZ_AFYT01000001.1	GCF_000309765.1_ASM30976v1_genomic.fna.gz	1597	Lactobacillus paracasei	1597	#87EC2F
NZ_AFYU01000001.1	GCF_000309785.1_ASM30978v1_genomic.fna.gz	1597	Lactobacillus paracasei	1597	#87EC2F
NZ_ALYJ01000001.1	GCF_000309805.1_ASM30980v1_genomic.fna.gz	1221327	Clostridium botulinum CDC66177	1491	#226D1F
NZ_AMYK02000281.1	GCF_000309825.1_ASM30982v2_genomic.fna.gz	1232675	Micrococcus luteus str. modasa	1270	#C85037
NC_019386.1	GCF_000309885.1_ASM30988v1_genomic.fna.gz	751945	Thermus oshimai JL-2	56957	#0F54CB
NZ_AHIB01000001.1	GCF_000309905.1_ASM30990v1_genomic.fna.gz	1118965	Xanthomonas citri pv. malvacearum str. GSPB1386	346	#13F989
NZ_AHIC01000001.1	GCF_000309925.1_ASM30992v1_genomic.fna.gz	1127439	Xanthomonas citri pv. malvacearum str. GSPB2388	346	#13F989
NZ_CM001633.1	GCF_000309945.1_ASM30994v1_genomic.fna.gz	864702	Oscillatoriales cyanobacterium JSC-12	864702	#AEE798
NC_024795.1	GCF_000309985.1_Brapa_1.0_genomic.fna.gz	3711	Brassica rapa	3711	#ABA187
NZ_JH976555.1	GCF_000310005.2_ASM31000v2_genomic.fna.gz	1159019	Helicobacter pylori GAM100Ai	210	#6F3EF7
NZ_ANAO01000001.1	GCF_000310045.1_Carbosap_v1_genomic.fna.gz	1245029	Bacillus anthracis str. Carbosap	1392	#C08268
NC_019395.1	GCF_000310065.1_ASM31006v1_genomic.fna.gz	1171373	Acidipropionibacterium acidipropionici ATCC 4875	1748	#54E36C
NC_019393.1	GCF_000310085.1_ASM31008v1_genomic.fna.gz	1004786	Alteromonas mediterranea DE1	314275	#590DBD
NZ_CP013138.1	GCF_000310105.2_ASM31010v2_genomic.fna.gz	283699	Pseudoalteromonas sp. Bsw20308	283699	#46B7E1
NZ_AMXB01000001.1	GCF_000310125.2_ASM31012v2_genomic.fna.gz	305700	Thauera sp. 27	305700	#8C3F1C
NZ_AMXA01000001.1	GCF_000310145.2_ASM31014v2_genomic.fna.gz	303682	Thauera sp. 28	303682	#FF16A4
NZ_AMXC01000001.1	GCF_000310165.2_ASM31016v2_genomic.fna.gz	497321	Thauera sp. 63	497321	#41378D
NZ_AMXD01000001.1	GCF_000310185.1_ASM31018v1_genomic.fna.gz	1234381	Thauera aminoaromatica S2	164330	#BD49D6
NZ_AMXE01000001.1	GCF_000310205.1_ASM31020v1_genomic.fna.gz	1123367	Thauera linaloolentis 47Lol = DSM 12138	76112	#0A28AF
NZ_AMXF01000001.1	GCF_000310225.1_ASM31022v1_genomic.fna.gz	1234382	Thauera phenylacetica B4P	164400	#8D93B4
NZ_ANEX01000001.1	GCF_000310265.1_ASM31026v1_genomic.fna.gz	1154885	Streptococcus agalactiae LDS 623	1311	#7BB060
NZ_ANCK01000001.1	GCF_000310285.1_ASM31028v1_genomic.fna.gz	1154771	Streptococcus agalactiae FSL C1-487	1311	#7BB060
NZ_ANEJ01000001.1	GCF_000310305.1_ASM31030v1_genomic.fna.gz	1154848	Streptococcus agalactiae STIR-CD-14	1311	#7BB060
NZ_ANEL01000001.1	GCF_000310325.1_ASM31032v1_genomic.fna.gz	1154854	Streptococcus agalactiae STIR-CD-26	1311	#7BB060
NZ_ANER01000001.1	GCF_000310345.1_ASM31034v1_genomic.fna.gz	1154872	Streptococcus agalactiae MRI Z1-049	1311	#7BB060
NZ_ANCM01000001.1	GCF_000310365.1_ASM31036v1_genomic.fna.gz	1154776	Streptococcus agalactiae FSL S3-586	1311	#7BB060
NZ_ANEV01000001.1	GCF_000310385.1_ASM31038v1_genomic.fna.gz	1154882	Streptococcus agalactiae MRI Z1-219	1311	#7BB060
NZ_ANEY01000001.1	GCF_000310405.1_ASM31040v1_genomic.fna.gz	1105236	Streptococcus agalactiae str. Gottschalk 1002A	1311	#7BB060
NZ_ANCO01000001.1	GCF_000310425.1_ASM31042v1_genomic.fna.gz	1154786	Streptococcus agalactiae FSL S3-251	1311	#7BB060
NZ_ANCS01000001.1	GCF_000310445.1_ASM31044v1_genomic.fna.gz	1154798	Streptococcus agalactiae FSL S3-102	1311	#7BB060
NZ_ANCW01000001.1	GCF_000310465.1_ASM31046v1_genomic.fna.gz	1154804	Streptococcus agalactiae FSL S3-005	1311	#7BB060
NZ_ANDC01000001.1	GCF_000310485.1_ASM31048v1_genomic.fna.gz	1105256	Streptococcus agalactiae CCUG 29782	1311	#7BB060
NZ_ANDI01000001.1	GCF_000310505.1_ASM31050v1_genomic.fna.gz	1105262	Streptococcus agalactiae CCUG 44074	1311	#7BB060
NZ_ANDK01000001.1	GCF_000310525.1_ASM31052v1_genomic.fna.gz	1105264	Streptococcus agalactiae CCUG 44110	1311	#7BB060
NZ_ANDW01000001.1	GCF_000310545.1_ASM31054v1_genomic.fna.gz	1105276	Streptococcus agalactiae LMG 15090	1311	#7BB060
NZ_ANCL01000001.1	GCF_000310565.1_ASM31056v1_genomic.fna.gz	876138	Streptococcus agalactiae FSL S3-026	1311	#7BB060
NZ_ANDA01000001.1	GCF_000310585.1_ASM31058v1_genomic.fna.gz	1105254	Streptococcus agalactiae CCUG 28551	1311	#7BB060
NZ_ANDE01000001.1	GCF_000310605.1_ASM31060v1_genomic.fna.gz	1105258	Streptococcus agalactiae CCUG 37736	1311	#7BB060
NZ_ANEF01000001.1	GCF_000310625.1_ASM31062v1_genomic.fna.gz	1105234	Streptococcus agalactiae BSU174	1311	#7BB060
NZ_ANEG01000001.1	GCF_000310645.1_ASM31064v1_genomic.fna.gz	1154835	Streptococcus agalactiae MRI Z1-198	1311	#7BB060
NZ_ANEH01000001.1	GCF_000310665.1_ASM31066v1_genomic.fna.gz	1154836	Streptococcus agalactiae MRI Z1-199	1311	#7BB060
NZ_ANEM01000001.1	GCF_000310685.1_ASM31068v1_genomic.fna.gz	1154864	Streptococcus agalactiae MRI Z1-022	1311	#7BB060
NZ_ANEP01000001.1	GCF_000310705.1_ASM31070v1_genomic.fna.gz	1154868	Streptococcus agalactiae MRI Z1-035	1311	#7BB060
NZ_ANCQ01000001.1	GCF_000310725.1_ASM31072v1_genomic.fna.gz	1154796	Streptococcus agalactiae FSL S3-090	1311	#7BB060
NZ_ANCR01000001.1	GCF_000310745.1_ASM31074v1_genomic.fna.gz	1154797	Streptococcus agalactiae FSL S3-014	1311	#7BB060
NZ_ANDO01000001.1	GCF_000310765.1_ASM31076v1_genomic.fna.gz	1105268	Streptococcus agalactiae CCUG 47293	1311	#7BB060
NZ_ANDR01000001.1	GCF_000310785.1_ASM31078v1_genomic.fna.gz	1105271	Streptococcus agalactiae CCUG 49100	1311	#7BB060
NZ_ANDS01000001.1	GCF_000310805.1_ASM31080v1_genomic.fna.gz	1105272	Streptococcus agalactiae LMG 15081	1311	#7BB060
NZ_ANDT01000001.1	GCF_000310825.1_ASM31082v1_genomic.fna.gz	1105273	Streptococcus agalactiae LMG 15083	1311	#7BB060
NZ_ANDU01000001.1	GCF_000310845.1_ASM31084v1_genomic.fna.gz	1105274	Streptococcus agalactiae LMG 15084	1311	#7BB060
NZ_ANDX01000001.1	GCF_000310865.1_ASM31086v1_genomic.fna.gz	1105277	Streptococcus agalactiae BSU252	1311	#7BB060
NZ_ANEA01000001.1	GCF_000310885.1_ASM31088v1_genomic.fna.gz	1105280	Streptococcus agalactiae BSU447	1311	#7BB060
NZ_ANFA01000001.1	GCF_000310905.1_ASM31090v1_genomic.fna.gz	1105239	Streptococcus agalactiae str. Gottschalk 2864	1311	#7BB060
NZ_ANEQ01000001.1	GCF_000310925.1_ASM31092v1_genomic.fna.gz	1154871	Streptococcus agalactiae MRI Z1-048	1311	#7BB060
NZ_ANEO01000001.1	GCF_000310945.1_ASM31094v1_genomic.fna.gz	1154867	Streptococcus agalactiae MRI Z1-025	1311	#7BB060
NZ_ANFC01000001.1	GCF_000310965.1_ASM31096v1_genomic.fna.gz	1105241	Streptococcus agalactiae str. Gottschalk 998A	1311	#7BB060
NZ_ANFD01000001.1	GCF_000310985.1_ASM31098v1_genomic.fna.gz	1105242	Streptococcus agalactiae str. Gottschalk 999B	1311	#7BB060
NZ_ANDG01000001.1	GCF_000311005.1_ASM31100v1_genomic.fna.gz	1105260	Streptococcus agalactiae CCUG 37740	1311	#7BB060
NZ_ANEK01000001.1	GCF_000311025.1_ASM31102v1_genomic.fna.gz	1154853	Streptococcus agalactiae STIR-CD-25	1311	#7BB060
NZ_ANES01000001.1	GCF_000311045.1_ASM31104v1_genomic.fna.gz	1154873	Streptococcus agalactiae MRI Z1-209	1311	#7BB060
NZ_ANFE01000001.1	GCF_000311065.1_ASM31106v1_genomic.fna.gz	1105235	Streptococcus agalactiae str. Gottschalk 19247	1311	#7BB060
NZ_ANEZ01000001.1	GCF_000311085.1_ASM31108v1_genomic.fna.gz	1105238	Streptococcus agalactiae str. Gottschalk 13227	1311	#7BB060
NZ_ANCN01000001.1	GCF_000311105.1_ASM31110v1_genomic.fna.gz	1154782	Streptococcus agalactiae FSL S3-105	1311	#7BB060
NZ_ANCT01000001.1	GCF_000311125.1_ASM31112v1_genomic.fna.gz	1154799	Streptococcus agalactiae FSL S3-442	1311	#7BB060
NZ_ANCV01000001.1	GCF_000311145.1_ASM31114v1_genomic.fna.gz	1154802	Streptococcus agalactiae FSL S3-268	1311	#7BB060
NZ_ANCY01000001.1	GCF_000311165.1_ASM31116v1_genomic.fna.gz	1105252	Streptococcus agalactiae CCUG 91	1311	#7BB060
NZ_ANCZ01000001.1	GCF_000311185.1_ASM31118v1_genomic.fna.gz	1105253	Streptococcus agalactiae CCUG 17336	1311	#7BB060
NZ_ANDH01000001.1	GCF_000311205.1_ASM31120v1_genomic.fna.gz	1105261	Streptococcus agalactiae CCUG 44050	1311	#7BB060
NZ_ANDJ01000001.1	GCF_000311225.1_ASM31122v1_genomic.fna.gz	1105263	Streptococcus agalactiae CCUG 44104	1311	#7BB060
NZ_ANDM01000001.1	GCF_000311245.1_ASM31124v1_genomic.fna.gz	1105266	Streptococcus agalactiae CCUG 44186	1311	#7BB060
NZ_ANDV01000001.1	GCF_000311265.1_ASM31126v1_genomic.fna.gz	1105275	Streptococcus agalactiae LMG 15089	1311	#7BB060
NZ_ANEI01000001.1	GCF_000311285.1_ASM31128v1_genomic.fna.gz	1154845	Streptococcus agalactiae STIR-CD-07	1311	#7BB060
NZ_ANET01000001.1	GCF_000311305.1_ASM31130v1_genomic.fna.gz	1154878	Streptococcus agalactiae MRI Z1-215	1311	#7BB060
NZ_ANEU01000001.1	GCF_000311325.1_ASM31132v1_genomic.fna.gz	1154880	Streptococcus agalactiae MRI Z1-217	1311	#7BB060
NZ_ANEW01000001.1	GCF_000311345.1_ASM31134v1_genomic.fna.gz	1154883	Streptococcus agalactiae LDS 610	1311	#7BB060
NZ_ANEC01000001.1	GCF_000311365.1_ASM31136v1_genomic.fna.gz	1105231	Streptococcus agalactiae BSU260	1311	#7BB060
NZ_ANED01000001.1	GCF_000311385.1_ASM31138v1_genomic.fna.gz	1105232	Streptococcus agalactiae BSU451	1311	#7BB060
NZ_ANEE01000001.1	GCF_000311405.1_ASM31140v1_genomic.fna.gz	1105233	Streptococcus agalactiae BSU133	1311	#7BB060
NZ_ANEN01000001.1	GCF_000311425.1_ASM31142v1_genomic.fna.gz	1154865	Streptococcus agalactiae MRI Z1-023	1311	#7BB060
NZ_ANFB01000001.1	GCF_000311445.1_ASM31144v1_genomic.fna.gz	1105240	Streptococcus agalactiae str. Gottschalk 31825	1311	#7BB060
NZ_ANCP01000001.1	GCF_000311465.1_ASM31146v1_genomic.fna.gz	1154794	Streptococcus agalactiae FSL S3-023	1311	#7BB060
NZ_ANCU01000001.1	GCF_000311485.1_ASM31148v1_genomic.fna.gz	1154801	Streptococcus agalactiae FSL S3-137	1311	#7BB060
NZ_ANCX01000001.1	GCF_000311505.1_ASM31150v1_genomic.fna.gz	1154805	Streptococcus agalactiae FSL S3-001	1311	#7BB060
NZ_ANDB01000001.1	GCF_000311525.1_ASM31152v1_genomic.fna.gz	1105255	Streptococcus agalactiae CCUG 29376	1311	#7BB060
NZ_ANDD01000001.1	GCF_000311545.1_ASM31154v1_genomic.fna.gz	1105257	Streptococcus agalactiae CCUG 30636	1311	#7BB060
NZ_ANDF01000001.1	GCF_000311565.1_ASM31156v1_genomic.fna.gz	1105259	Streptococcus agalactiae CCUG 37739	1311	#7BB060
NZ_ANDL01000001.1	GCF_000311585.1_ASM31158v1_genomic.fna.gz	1105265	Streptococcus agalactiae CCUG 44140	1311	#7BB060
NZ_ANDN01000001.1	GCF_000311605.1_ASM31160v1_genomic.fna.gz	1105267	Streptococcus agalactiae CCUG 45061	1311	#7BB060
NZ_ANDP01000001.1	GCF_000311625.1_ASM31162v1_genomic.fna.gz	1105269	Streptococcus agalactiae CCUG 49072	1311	#7BB060
NZ_ANDQ01000001.1	GCF_000311645.1_ASM31164v1_genomic.fna.gz	1105270	Streptococcus agalactiae CCUG 49086	1311	#7BB060
NZ_ANDY01000001.1	GCF_000311665.1_ASM31166v1_genomic.fna.gz	1105278	Streptococcus agalactiae BSU454	1311	#7BB060
NZ_ANDZ01000001.1	GCF_000311685.1_SAG95_v1_genomic.fna.gz	1105279	Streptococcus agalactiae BSU248	1311	#7BB060
NZ_ANEB01000001.1	GCF_000311705.1_ASM31170v1_genomic.fna.gz	1105281	Streptococcus agalactiae BSU253	1311	#7BB060
NZ_HE978511.1	GCF_000311725.1_ASM31172v1_genomic.fna.gz	1034347	Bacillus massiliosenegalensis JC6	1287657	#EA436B
NZ_HE978531.1	GCF_000311745.1_ASM31174v1_genomic.fna.gz	1118056	Anaerococcus obesiensis ph10	1287640	#8A6772
NC_019396.1	GCF_000311765.1_ASM31176v1_genomic.fna.gz	1224746	Gluconobacter oxydans H24	442	#C203D8
NZ_HE978535.1	GCF_000311785.1_ASM31178v1_genomic.fna.gz	1118054	Brevibacillus massiliensis	1118054	#659AE0
NW_006210177.1	GCF_000311805.1_CB1_genomic.fna.gz	419612	Camelus ferus	419612	#48B0B6
NZ_HE978566.1	GCF_000311825.1_ASM31182v1_genomic.fna.gz	1118057	Peptoniphilus grossensis ph5	1465756	#FF1FA7
NZ_HE978574.1	GCF_000311845.1_ASM31184v1_genomic.fna.gz	1118060	Enorma massiliensis phI	1472761	#C456A5
NZ_HE978580.1	GCF_000311865.1_ASM31186v1_genomic.fna.gz	1118062	Peptoniphilus obesi ph1	1472765	#5F14A8
NZ_AMQL01000001.1	GCF_000311885.1_ASM31188v1_genomic.fna.gz	1159617	Yersinia pestis INS	632	#ABD815
